at,userName,appVersion,score,content
2025-09-02 08:40:17,Firdaus Amir,4.13.1,5,biarlah bintang yang bicara
2025-09-02 08:37:58,Marlina Putra,4.12.0,1,"aplikasi gk menguntungkan bikin ribet lg ada, pdhl andi bnr sllu d slhkn, verifikasi ulang ssh mnta ampun."
2025-09-02 08:34:21,BrandonEvan Tulengkey,,5,sangat membantu
2025-09-02 08:33:10,Agus Sugiharto,4.13.1,5,sangat mudah untuk verivikasi
2025-09-02 08:32:26,Umi sri Lestarining tiyas,4.13.1,5,puas
2025-09-02 08:29:23,Pram Jaya,4.13.1,1,"tolong diperbaiki, daftar bpjs Otp nya tidak masuk-masuk baik ke WA / No HP dan Form pandawa gagal terus"
2025-09-02 08:24:40,Hariyadi Tos,4.13.1,5,terbaik
2025-09-02 08:21:49,amri ramran,4.12.0,5,puas
2025-09-02 08:19:15,mbah mouse,4.13.1,5,👍👍👍
2025-09-02 08:04:19,tonny marteau,,5,semoga untuk kesehatan semakin maju
2025-09-02 07:55:51,Melki Talaen,4.13.1,5,aku senang karna aplikasi ini sangat membantu
2025-09-02 07:48:33,Zeta pratama,,1,tolong lah kode otp buat verif aja sulit bngt
2025-09-02 07:47:42,IRFAN MF,4.13.1,2,sering eror saat ambil antrian cekup
2025-09-02 07:41:53,bagas,4.13.1,1,udah punya faskes tujuan suruh daftar lagi pas daftar gk bisa
2025-09-02 07:05:49,Atun Azril,4.13.1,5,bagus jdi nggak perlu kluar rumah cukup lewat hp saja👍
2025-09-02 06:26:05,Ram Dani,4.13.1,1,aplikasi ribet
2025-09-02 06:10:58,M.A N.F,4.13.1,5,bagus
2025-09-02 06:05:13,Silvi Agistika,4.13.1,5,sangat bagus
2025-09-02 05:54:19,Alif Habibi,4.13.1,2,kode otp tidak pernah dikirim👎🏼👎🏼👎🏼
2025-09-02 05:45:45,Popon M,4.13.1,5,bagus lancar ku harap aku sehat.
2025-09-02 05:26:39,Samsul Mariyadi,4.13.1,5,Oke
2025-09-02 05:07:18,Dicka Noer,4.11.2,5,"pokoknya is the best,,dari yg terbaik"
2025-09-02 04:57:59,johan sari,4.13.1,5,semoga bisa membantu
2025-09-02 04:39:50,Bidan Suprapti,4.13.1,5,Alhamdulillah pelayanan baik memuaskan
2025-09-02 03:41:16,Saiful Anwar,4.13.1,5,mantap
2025-09-02 01:36:48,cheryl chelyn,4.13.1,5,Sangat membantu👍🏻
2025-09-02 01:06:57,Noviandri Dalimunthe,4.13.1,5,Sangat Bermanfaat Sekali...
2025-09-02 00:35:44,M Dendi,4.13.1,5,sangat membantu bagi saya yg ingin punya kartu kesehatan di sini
2025-09-02 00:07:26,Ibu Uun,4.13.1,1,kenapa ga bisa daftar onlaen di jkn selalu penuh padahal tiap hari cek ga bisa ajah
2025-09-02 00:02:37,Yanto TEGAL,4.13.1,5,aplikasi JKN ini sangat membantu Dan mudah di gunakan
2025-09-01 23:23:51,syahrul ramadhan,4.13.1,5,mantap
2025-09-01 23:07:18,Yuyun,4.13.1,4,insyallah bermanfaat
2025-09-01 23:03:09,Bintang Zian Efendi,,5,Top
2025-09-01 22:59:03,Nano Salon,4.13.1,5,sangat membantu
2025-09-01 22:52:46,Nita Arsyilla,4.13.1,5,mempermudah segala nya
2025-09-01 22:50:02,Rifqi Fauzi,,1,"aplikasi konyol, mau log in verifikasi gk masuk2"
2025-09-01 22:44:27,Ismiy yani,4.12.0,1,sering erorr sistem pengaduannya juga percumaa ujung²nya harus ke kantor cabang bpjs nya👎
2025-09-01 22:36:31,iim rohimah,4.12.0,1,telat bayar 1 hari maka pelayanan rawat inap harus menunggu 1 bulan 15 hari... dholim
2025-09-01 22:36:08,Saefudin Diin,4.13.1,5,oke
2025-09-01 22:29:52,Waozisokhi Nduru,,5,👍
2025-09-01 21:58:44,Vonny Agustine,4.13.1,5,top
2025-09-01 21:35:04,Adrian Johanis Heatubun,4.13.1,4,sangat membantu
2025-09-01 21:25:35,Imat Suhermat,4.13.1,5,hanya terkendala signal saja
2025-09-01 21:20:58,Faqih Fadlillah,4.13.1,5,nice
2025-09-01 20:47:00,M Malikah,4.13.1,5,semua memuaskan
2025-09-01 20:18:18,Bayu Kurniawan,4.13.1,1,gabisa ganti faskess omm. tombol opsi ngga bisa di pencet.
2025-09-01 20:15:37,Wahyu Saputra,4.13.1,5,cukup baik
2025-09-01 20:11:10,Ririh winarsih,4.13.1,5,ok mantap
2025-09-01 19:45:10,Pasolo Apdy,4.13.1,5,ok
2025-09-01 19:38:57,Indra Ripana,4.13.1,5,sangat baik
2025-09-01 19:10:14,Deni As ari Yamani Sidiq,4.13.1,5,ok
2025-09-01 19:04:48,Age Lesmana,4.13.1,5,sangat puas
2025-09-01 18:56:07,Dani Hamdani,4.13.1,5,"terimakasih sudah merubah nya, semoga kedepannya lebih baik"
2025-09-01 18:47:03,Vira Yul,4.13.1,1,kenapa harus veridikasi via sms? bukankah email dan wa harusnya bisa? tolonglah rakyat jangan buat lahan bisnis doang
2025-09-01 18:43:36,Wira Maulida,4.13.1,5,membantu yang tidak mampu dalam berobat
2025-09-01 18:39:14,Jumiarsih (Vyvy),4.13.1,5,layanan mantab
2025-09-01 18:38:15,Farhat Auliansyah,4.13.1,5,oke banget
2025-09-01 18:35:44,desis gustya,4.13.1,5,mantap
2025-09-01 18:33:16,Yoga anggi ashari,4.13.1,5,jgn korupsi ya
2025-09-01 18:32:21,Ugagan Suganda,4.13.1,5,Bagus dan Praktis
2025-09-01 18:11:17,Risma Yanti,,1,tolong aku lupa password tapi udah ketik lupa sandi tapi nomor verifikasi gak masuk2
2025-09-01 17:56:33,Daniel Siagian,4.13.1,5,sangat bermanfaat
2025-09-01 17:53:08,Agus Priyatno,4.13.1,1,"bobrok, ga bisa buat ambil antrean online, dokternya selalu blm ada jadwal"
2025-09-01 17:49:38,Putri Herawati,4.9.0,2,"ini gimana sih, saya mau ambil nomor antrian untuk rujukan tingkat lanjutkan anak saya, harus masukan no hp, tapi otpnya tidak masuk"", mana harus menunggu lama, di ulang berkali kali pun sama tidak masuk, kenapa 1 akun harus 1 nomor hp sih, yaudh sih kalau satu kk ya satu no hp aja kepala keluarga biar tidak ribet, mana cs nya begitu doang, ribet banget, giliran bayar aja gk boleh telat, telat dikit denda, udh kek punya utang, pdhl saya auto debit tpi tidak auto tiba"" ada tgihan!!"
2025-09-01 17:43:39,puji santoso,4.13.1,1,"2x tlp CS 165 , lucunya setiap pertanyaan yg tdk bsa dijawab adalah pura2 seperti sambungan putus sinyal,& di off kan sepihak"
2025-09-01 17:31:18,Rian Syah,4.13.1,5,sangat mudah dan membantu aplikasinya
2025-09-01 17:25:04,Mardianto,4.13.1,5,mempermudah tanpa menunggu antrian untuk pelayanan pengobatan
2025-09-01 17:02:15,Sigit Priyantoro,,1,Kenapa baru daftar sudah ada tagihan sebesar ar 600 lebih. Bukanya pakai kis itu gratis
2025-09-01 17:00:03,Vina MujiAst,4.13.1,1,"ini knp si tiba-tiba logout sendiri,udah daftar ulang lupa kata sandi ttep ga bisa pdhl udah diisi pulsa."
2025-09-01 16:59:25,De_ Kiya,4.13.1,5,sangat membantu
2025-09-01 16:57:49,Solihin,4.13.1,5,sangat baik dan memudahkan masyarakat
2025-09-01 16:57:14,dede yohansen,4.13.1,5,bagus
2025-09-01 16:57:14,Dewiyulianti,,5,pelayanan ok
2025-09-01 16:41:57,Martima Dirui,4.8.1,5,mantap
2025-09-01 16:37:34,Kosta Fronta,,1,"cs 165 atas nama Ella saya sarankan periksa ke poli THT, saya komplain apa dijawabnya ga sesuai. sudah dijelaskan berkali-kali malah bikin emosi. perubahan faskes sudah di jelaskan selain ayah saya yang lainnya masih faskes lama, dan sudah melakukan pembayaran namun ketika pilih perubahan satu keluarga saya klik menggunakan nama saya bukan ayah, keterangan masih sama baru bisa dilakukan perubahan 1 Desember 2025. saya bukan pakai nama ayah, kalau ayah jelas tidak bisa. capek jelasinnya"
2025-09-01 16:37:28,Anik Catur A,,1,Mempersulit pendaftaran gak bisa login.
2025-09-01 16:33:34,FRANS 07,,5,👍
2025-09-01 16:32:07,Holfi Ansory,4.13.1,5,oke
2025-09-01 16:32:00,Mifta cici,4.13.1,5,mantap
2025-09-01 16:25:04,Asror abdul Wahab,4.13.1,1,"Gk jelas, daftar gk bisa"". Nama lengkap salah terus. huruf kapital salah. huruf kecil salah. huruf besar dan kecil salah. gk jelass"
2025-09-01 16:02:28,winda nurhidayah,4.13.1,2,udah brpa x log in ga masuk aja pdhal udah daftar lama nyoba log in ulang ditolak melulu knpa ini aplikasi nya KLO saya mau pakai gmna kan KLO daftar harus lewat aplikasi skrg ga bisa langsung ditempat bingung jadi nya
2025-09-01 15:50:17,lilik juliani,4.13.1,5,BPJS sangat membantu sekali
2025-09-01 15:44:35,De Johan,4.13.1,5,mudah bertransaksi
2025-09-01 15:42:00,mirza Batubara,4.13.1,5,mudah di gunakan
2025-09-01 15:36:55,Wildan Madrawi,4.13.1,1,bisa kah di permudah terlalu ribet
2025-09-01 15:35:59,Rachma Wati,4.13.1,1,"JELEK KUDU LOGAN LOGIN BAE masih aje disuruh login Mulu, knp sih jlk bgt ini apk bikinan pemerintah"
2025-09-01 15:33:27,Paruh Runcing,4.13.1,5,alhamdulillah
2025-09-01 15:31:17,Indari Putri,4.13.1,5,mudah dan nggak ribet
2025-09-01 15:21:42,dudung jumadi,4.13.1,5,mantap sekali sangat mudah
2025-09-01 15:11:25,Andrias Nge,4.13.1,5,terbaik
2025-09-01 15:07:54,Erni Amalia Shafitri,4.13.1,1,cara lihat info riwayat pelayanan kenapa tidak semua anggota bisa dilihat?
2025-09-01 15:05:52,Yaser Arib budiman,4.13.1,5,Alhamdulillah sangat membantu
2025-09-01 14:45:10,Twin Familly Ayah mommy n anak anak,4.13.1,5,sangat terbantu untuk yang paham digital
2025-09-01 14:15:41,Ariswanto Rumapea,4.13.1,5,"Terbaik , mudah dipahami dan sangat membantu."
2025-09-01 14:11:50,Hilyah Auliya',4.13.1,2,"aplikasinya kok tiba-tiba bgt logout tanpa pemberitahuan apapun, kenapa setiap pembaruan versi selalu ke logout ya? mau login juga ga bisa pdhl NIK sudah benar Pasword juga sudah benar knp tidak bisa login?"
2025-09-01 14:10:10,A (a),4.13.1,5,Mobile JKN yang terbaik👍pilihan tepat🤕❤️❤️❤️
2025-09-01 14:08:51,embet bet,4.13.1,5,sangat membantu
2025-09-01 13:33:16,Budi Anto,4.12.0,5,bagus
2025-09-01 13:25:03,Ryan Rhemrev,4.13.1,5,"kenapa tidak bisa lakukan pendaftaran ??? sistem kesehatan RI semakin sulit untuk rakyat miskin, obat sudah habis, waktu kontrol terlewatkan karena tidak bisa lakukan pendaftaran online sedangkan mendaftar manual tidak bisa dan harus melalui aplikasi... apakah harus menunggu sekarat atau mati dulu baru bisa digunakan ???? saya pasien penyakit jantung dan sangat kecewa dengan sistem yg prosedurnya terlalu menyusahkan masyarakat miskin"
2025-09-01 13:07:52,Evi Agustin,4.13.1,5,sangat mebantu dan proses perubahn data sangat cepat.terimakasih
2025-09-01 12:56:05,Haeri Haeri,,1,data aku kok di pakai orang lain setelah di cek.ini bagaimana sih jkn ini gak paham aku
2025-09-01 12:46:26,Abdul Hadi,4.13.1,5,ok
2025-09-01 12:27:00,Karim Ahmad,4.13.1,5,Sangat Memudahkan Kita
2025-09-01 12:23:46,Haslinda,,5,sangat memberi kemudahan dlaam mengakses fasilitas kesehatan
2025-09-01 12:23:33,Arsya nendra,,5,pelayanan baik
2025-09-01 12:13:18,adi prasetia,4.13.1,1,server sampah
2025-09-01 12:11:48,Deni Setiawan,,5,ok
2025-09-01 12:02:37,Eight Ball,4.13.1,1,bpjs kesehatan aneh? tolong di perbaiki. tempat kan peserta sesuai domosili dong? aneh tadinya bisa sesuai domilisi jauh menjauh beda desa sama kecamatan si tolong pindahkan sesuai domisili. secepatnya
2025-09-01 11:42:43,Ahmad rijal Kahfi,4.13.1,5,mantap
2025-09-01 11:41:54,Apeles Potondo,4.13.1,5,terimakasih BPJS semua serba mudah. kalau boleh saat verifikasi wajah ada pilihannya karena untuk anak bayi msh susah diajak kerjasama. selebihnya sangat2 bagus dan mudah🙏🙏
2025-09-01 11:40:57,DJ Unity,,1,Scan Wajah Ribet
2025-09-01 11:31:17,Yadi Om,,5,terima kasih sudah bisa berubah paskes
2025-09-01 11:30:51,Agus Hermawan,4.13.1,5,Good
2025-09-01 11:30:26,Safic Hermawan,4.12.0,5,sangat membantu sekali
2025-09-01 11:25:20,Isabel,4.13.1,5,sgt membantu
2025-09-01 11:18:08,naufal hilmi,,1,sistem kameranya jelek untuk lansia yang sudah ngga ada gigi dan tak bisa tersenyum
2025-09-01 11:15:45,Heni Rosita,4.13.0,5,Terimakasih pak teguh atas bantuannya🙏🙏sehat selalu
2025-09-01 11:09:51,Mu'ala Abdulkholiq,4.13.1,5,alhamdulillah...berjalan sebagai mana mestinya...terima kasih.
2025-09-01 10:52:48,Khonstoll Kendor,4.13.1,5,mantap
2025-09-01 10:50:48,Puanty Ihya rosyadah,,5,memudahkan masyarakat mengakses fasilitas kesehatan
2025-09-01 10:39:59,theo sam,4.13.1,2,kode otp sms untuk verivikasi tolong di perbaiki karena otp tidak terkirim meskipun sudah isi pulsa
2025-09-01 10:23:01,Reni elisa,4.13.1,5,Alhamdulillah demuanya jadi mudah dan simpel
2025-09-01 10:22:08,Aris Setiawan,,1,ini kenapa sekarang ad kode refelar apa itu kode refelar
2025-09-01 10:19:27,Imam pambudi,4.13.1,5,bagussss
2025-09-01 10:10:09,Seftian oktapriono,4.13.1,5,semakin bagus. dan terus tingkatkan pelayanan nya.
2025-09-01 10:06:34,DJomet 2307,4.13.1,1,"lagi d butuhin malah gak bisa d pake, mau vermuk aja susah, bikin aplikasi yg bener, lo di bayar. jngan ngasal kalo bikin aplikasi"
2025-09-01 10:02:43,Septi Ariyani,4.13.1,1,aplikasi susah digunakan tidak dapat masuk aplikasi
2025-09-01 10:02:38,lillian zoe,4.13.1,5,alhamdulillah sekian lama susah mendapatkan bpjs akhirnya bpjs bs kembali aktiv.. meski hrs bayr denda..
2025-09-01 09:43:42,Rayi Deri Rahman,,1,bermasalah bngt sering eror dll
2025-09-01 09:42:20,Mohammad Aris Adi Irawan,4.13.1,5,bagus
2025-09-01 09:41:55,adi moca,4.13.1,5,👍👍👍
2025-09-01 09:37:25,Sawaha Hidayat,4.13.1,5,cepat tanggap
2025-09-01 09:33:24,cha-cha Channel (Nizar Channel),,5,keren simple aplikasi nya dan mudah di gunakan
2025-09-01 09:21:49,ABL Chanel,4.13.1,1,tidak bisa nerima verifikasi...maaf bintang 1
2025-09-01 09:21:32,Yuni Isnu,4.13.1,1,saya kecewa sama pelayanan petugas kantor bjps kab Nganjuk.. crtanya gini .saya sudah daftar bpjs dari tahun 2018 - 2025 krn menjadi karyawan. 7 th bayar dan ga pernah nunggak. tahun ini 2025 saya keluar kerja per tgl 1 Agustus. dan bjps saya keterangan 1 bulan masih aktif sampai 31 Agustus. saya konfirmasi ke kntor BPJS jika bln sept saya mau lahiran mau saya aktifkan lagi bjps nya. katanya PETUGASNYA bisa langsung aktif 1 hari. trnyta tgl 1 sept ini saya aktifkan lg nunggu 14 kerja. tolol bgt
2025-09-01 09:08:44,Agung Priyadi,4.13.1,3,otp nya lah perbaiki biar lebih cepat astaga masa Ampe 200 an detik
2025-09-01 09:06:11,Arif udin,4.13.1,5,sangat membantu
2025-09-01 09:04:39,Ani Yusup,4.13.1,5,sangat memudahkan kami
2025-09-01 09:01:59,medilla az zahirah,4.13.1,3,"login susah dan foto waktu mau pindah faskes,gak pernah bisa,padahal udah pas,tapi gak bisa bisa!"
2025-09-01 09:01:52,Hary Yanto,4.13.1,1,minta kode ops buat verifikasi aja susah pisan njing!!!!
2025-09-01 08:47:02,Zulham Adtya,,1,sistem pendaftaran terlalu berbelit2 padahal cuma mau cek BPJS harus isi ini itu
2025-09-01 08:46:22,etin muntelo,,5,bagus
2025-09-01 08:43:14,Zahra Nur hikmah,4.13.1,5,ok
2025-09-01 08:34:32,Alimudin Bm,4.13.1,5,sangat baik
2025-09-01 08:20:53,Marianus Aleksander,,1,"aplikasi buruk, kinerja tidak maksimal."
2025-09-01 08:13:46,denmas barnan,,3,kenapa masuknya susah sekali? berkali² gagal
2025-09-01 08:11:13,Ossom Iki,4.13.1,5,sangat bagus..
2025-09-01 08:10:41,Chika Putri utomo,4.13.1,5,bagus
2025-09-01 08:07:42,Rosyahya Ros,,2,aplikasi TDK jelas mau masukin data saja sudahx minta ampun
2025-09-01 08:05:55,Yunatan Tan,4.13.1,5,sangat bermanfaat
2025-09-01 07:56:27,Kiw Kiw,,5,"respon bagus,pelayanan cepat"
2025-09-01 07:55:29,VideoPedia,4.13.1,1,mengecewakan seperti halnya dialamin yang kain
2025-09-01 07:51:48,Am Agus Hermawan,4.13.1,3,susah daftar minta skrining kesehatan terus. error aplikasi nya. klo nunggu skrining ya lama. hrs tgl 1 bulan 1... pasien udah skarat masih aja di persulit.
2025-09-01 07:49:38,Abdul khalid Anugrah bintang,4.13.1,1,"apk gak guna sumpah verifikasi wajah gagal mau verifikasi no hp malahan no hp tidak ada di akun , bangsa Indonesia mau berobat dan mati aja susah di negeri sendiri Mati pun harus verifikasi kali yah..."
2025-09-01 07:49:20,Sofyan Effendy,4.13.1,5,sangat baik
2025-09-01 07:35:47,Hermawan,4.13.1,5,Trima kasih
2025-09-01 07:31:41,Muhamad Olay,,1,aplikasi buruk stiap verifikasi Autodebit gak muncul. suruh bayar BPJS tapi daptar sulit aneh kaya gini mah
2025-09-01 07:30:53,FB Tricker IND,4.13.1,1,kenapa sih dgn developer nya? sering-sering ya untuk cek server! OTP susah masuk!
2025-09-01 07:29:16,Gita Zahrani Aryandini,,1,"mau periksa disuruh skrining, giliran udah skrining tetep aja gabisa ambil nomor antrian"
2025-09-01 07:27:06,Apri Yanto,4.13.1,4,aplikasi keren sihh tapi pas lupa sandi di minta kode otp lewat SMS gak tau nya harus punya pulsa dulu. prabayar baru otp nya masuk. demo blum selesai malah suruh bayar. ada ada Bae.. tapi keren aplikasi nya sangat keren dan membantu tapi ya itu. ada ada aja. zehahahaha
2025-09-01 07:26:46,Budi Setiawan,4.13.1,1,"ini gmna sih, masa saya suruh ngisi skrining lagi buat daftar tertera di situ skrining berikutnya tanggal 1 Juni 2026, saya ulang lagi begitu juga buat daftar ke faskes 1, gmna sih"
2025-09-01 07:18:53,irfan firmansyah,,1,gimana ceritanya akun tiba² logout log in lagi ga bisa masuk NIK dan kata sandi salah padahal itu yg biasa digunakan dan sllu bisa ada apakah ini padahal mau berobat sekarang aplikasi ini bener² gila
2025-09-01 07:17:38,Dewi Septanti,4.13.1,1,aplikasi tdk dapat digunakan.. hendak mendaftar untuk berobat tetapi harus mengisi skrining kesehatan dl.. pdhl sudah isi skrining kesehatannya.. dan hanya bs 1x setahun isi skrining.. hendak mendaftar di loket juga d tolak.. krn diwajibkan mendaftar melalui aplikasi..
2025-09-01 07:16:43,Emiliya Pgsd,4.13.1,1,"Aplikasinya sangat tidak relevan, udah sebulan ganti alamat di aplikasi ini kok belum keganti"" selama sebulan. katanya di proses dalam jangka 1 minggu dalam masa kerja *bingung* pahal mau berobat ke tempat lebih dekat dari rumah🥲"
2025-09-01 07:14:59,Gito Ardy,4.13.1,1,eror gak bisa verifikasi nomor HP nya
2025-09-01 07:12:49,choirul ummah,,5,Bagus
2025-09-01 07:11:00,Rizkia Permata,4.13.1,1,"mau ambil antrian mesti isi skrining kesehatan. jelas2 sudah di isi di bulan februari, dan baru bisa mengisi skrining di tahun depan. jadi gimana pasien mau ngambil nomor antri kalau gini. ga jelas banget"
2025-09-01 07:07:44,Hana Azzahra,4.13.1,1,kenapa sekrg tidak bisa d pakai untuk cek iuran aja masa dari bulan juli smpai sekrg gak berubh sttus mash ad saldo pdhal gak d bayaaaar apkx gak bagus
2025-09-01 07:02:18,Sadam Ahmad,4.13.1,1,"Saya mau ambil nomor antrean tapi disuruh isi skrining terus. padahal udah isi skrining. ini ngerugiin saya, padahal saya urgent ingin berobat. anda bisa ga bikin sistem yg becus? uang negara milyaran dipake buat bikin aplikasi burik kyk gini cuih"
2025-09-01 06:56:19,Imel Meliani,4.13.1,5,bagusss
2025-09-01 06:40:26,Romario Andreas,,1,"buruk, sangat-sangat buruk. aplikasi ga berguna(SAMPAH), LOG IN malah ga terdaftar, giliran daftar ulang malah bilang akun sudah terdaftar, blm lagi tentang minta OTP ke nomor, minta hari ini baru masuk 4-5hari kedepan kode OTP nya. TOLOL"
2025-09-01 06:39:31,Ghonz,4.13.1,5,untuk saat ini aplikasinya mudah dieprgunakan namun saat verifikasi wajah aga sulit memposisikan dgn kamera yg susah menangkap keinginan system aplikasi mohon dipermudaj kembali. terimakasih mobile jkn 🙏
2025-09-01 06:38:11,Bagus Jaal Haq,4.13.1,2,sudah isi skrining tetap belum bisa daftar antrean
2025-09-01 06:32:50,Tamsir 1955,4.13.1,5,sangat membantu
2025-09-01 06:32:44,frisca kw,4.13.1,1,dibuat daftar antrean tidak bisa dan disuruh isi screning kesehatan dulu. padahal sudah diisi screningnya tetap tidak bisa daftar antrian.
2025-09-01 06:27:58,Andi Reza,4.13.1,1,skrining kesehatan terus....menjengkelkan
2025-09-01 06:21:01,nm haikal,4.13.1,1,mau minta kode otp aja gak kelar... hadehh. aplikasi pemerintah gak pernah bener...
2025-09-01 06:20:24,Lala bengal,,4,"bug suka log out sendiri & suka reconnect tolong di perbaiki, soalnya penting apalagi untuk ke rs harus selalu daftar online. Buat yang suka log out sendiri lalu susah untuk login lagi, coba mode pesawat terlebih dahulu lalu login kembali, semoga membantu."
2025-09-01 06:17:48,ida adja,4.13.0,1,tiba2 logout..mau login susah layar cuma kelap kelip terus menerus..tolong di permudah aplikasinya iniii
2025-09-01 06:14:16,Lutfy adytya Rahayu,4.13.1,1,aplikasi jelek masa mau login aja susah padahal kuota ada tapi ini tertulis offline terus di aplikasi nya
2025-09-01 06:09:18,Mrana Firmansyah,,5,kenapa eror mulu ini aplikasi setiap update selalu eror mulu ni aplikasi hapus aja aplikasi ini dari plastore eror mulu setiap mau di pake kaluar sendiri
2025-09-01 06:08:01,wisnu tri pamungkas,4.13.1,1,"ni aplikasi aneh, tiap buka logout sendiri, trus gabisa log in karena sistem mulu, yang bener aja bpjs, aturan sulit aplikasi sulit. aneh!"
2025-09-01 06:07:54,Bima Sak Karep Wes,4.13.1,2,"apk rawan error gk jelas padahal sinyal bagus, mau ngambil antrian aj disuruh skrining lagi padahal sudh isi skriningnya. yakali harus nunggu tahun depan biar bsa ngambil antrian. tolong maintenance yg rutin"
2025-09-01 06:05:37,Edi Cvts,4.13.1,5,sangat praktis bisa cek kapan saja. Tampa harus ngantri antrian.semoga kedapan Lebihh bagus lagi.😊👍
2025-09-01 05:47:51,Siti Ropiah,4.13.1,4,"perubahan faskes cepet, perubahan alamat susah"
2025-09-01 05:40:50,Oktovianus Bonggaminanga,4.13.1,1,"Aplikasi Error, bagaimana mau daftar berobat? 3 Des 2024 hari ini 1 sept2025, mau daftar, malah diwuruh isi skrening. sudah isi skrening, ehmalah blm bosa daftar, harus iaiskrening lagi eentara sudah ada rekomendasi darihasil skrening yg baru diisi tgl 1 Wept 2025. Bagaimana ini BOS?"
2025-09-01 05:22:25,Anisa Apriani,4.13.1,5,*semoga semakin bermanfaat*
2025-09-01 05:09:40,Blue Light,,1,1. Aplikasi sering error 2. Sudah ngisi screening tapi tetap dinyatakan belum. Padahal ada riwayat pengisiannya 3. Pengambilan nomor antrean yang sering error dengan penyebab yang tidak jelas.
2025-09-01 04:55:04,Nisa Ummu Harits,4.13.1,2,"tiap mau masuk susah bener, harus mulai dari awal. malah bikin ribet urusan."
2025-09-01 04:53:04,Edi Praitno,4.13.1,2,"udah isi screening kesehatan tapi tetep ngga bisa lanjut daftar pelayanan faskes, anehhh"
2025-09-01 02:53:37,Syarif Hidayat,4.13.1,1,aplikasi mencret
2025-09-01 01:21:11,Engkezt mila,,5,oke
2025-09-01 01:05:22,manz AL,4.13.1,5,mudah dan fleksibel
2025-09-01 00:20:40,Luk Man,,5,Alhamdulillah aplikasinya sangat mudah digunakan
2025-09-01 00:08:49,Hari Setiawan,4.13.1,1,mau daftar antrian aja susah banget
2025-09-01 00:03:29,Simon Yoneno,4.13.1,5,baguuus
2025-08-31 23:19:40,Lestiana Sari,4.13.1,4,kenapa sii suka gangguaj eror.. ayo perbaiki lagi..
2025-08-31 23:07:06,Tangz,4.13.1,1,erorrr mulu aplikasinya ahh
2025-08-31 22:48:44,Ahmad Maulana,4.13.0,5,Mantap
2025-08-31 22:46:26,Zee,,1,"menerima kode otp untuk verifikasi sangat susah, tidak masuk masuk di sms. mempersulit pengguna🥲"
2025-08-31 22:20:38,andi,4.13.1,1,"aplikasi bobrok, masa sekelas aplikasi kesehatan resmi kek gini antrian dibatalkan berkali-kali, maunya apa!"
2025-08-31 21:38:08,Ansi Foa,4.13.1,5,aplikasi sangat membantu🤝🫶
2025-08-31 21:08:05,Yusril,,1,"ribet...,"
2025-08-31 20:08:53,Suri Adi adi,,5,sangat luar biasa
2025-08-31 18:53:59,Music Addict,4.13.1,3,"mau ganti password eror terus. minta kirim verifikasi ke nomor hp gak terkirim kirim, padahal nomor aktif. hadeh"
2025-08-31 18:53:31,Hardianta 45,4.13.1,3,"kenapa susah masuk?? padahal sinyal penuh , disini malah offline offline ,. lagi bener-bener di butuhin malah gini"
2025-08-31 18:37:04,diah Nur rahayu,,1,sudah banget buat verifikasi otpnya
2025-08-31 18:32:09,Erdiyanto Amir,4.6.0,5,bagus bisa hemat waktu
2025-08-31 18:12:28,Ashadi Adi,4.13.1,1,ini aplikasi niat bantu masyarakat atau tdk kok susah sekali digunakan masa tiap hari maintance terus kalau memang tdk bisa digunakan jgn bikin aplikasilah hapus saja diplaystore
2025-08-31 17:48:20,Frozenn Cikcak,,1,"knapa lama banget maintenance nya, padahal sekarang itu harus daftar online. begimana mau berobat jalan kalo ga bisa."
2025-08-31 17:45:34,Fikri Haikal,4.13.1,1,verifikasi wajah malah bikin susah
2025-08-31 17:15:11,Cahyadi surya winata,4.13.1,4,👍👍👍
2025-08-31 17:11:35,Putut Wibowo,4.13.1,1,logout sendiri mo login susah bgt!
2025-08-31 17:09:05,Wasimin Aja,4.11.2,2,tambahkan fitur multi akun pada 1 aplikasi untuk memudahkan anggota keluarga
2025-08-31 17:01:59,R. Adi Waluyo,4.13.1,5,Mobile JKN sungguh luar biasa mudah di gunakan dan sangat banyak manfaatnya
2025-08-31 16:32:36,darmawan,,5,Joss...
2025-08-31 16:32:31,Ikin Apandi,4.12.0,5,smoga playananya memuaskan
2025-08-31 16:22:37,Barjono TreniNet,4.13.1,5,good
2025-08-31 16:20:18,Khanza Afifah m,4.13.1,5,"layanan mantap,,,josssss"
2025-08-31 16:20:13,Zainal Arifin Panjaitan,4.12.0,5,good
2025-08-31 16:04:25,Mulyana Sutisna,4.13.1,5,oke
2025-08-31 15:55:55,mang dadan,4.13.1,5,untuk aplikasi dan pelayanan okeh... cuma obat bpjs yang didapat dari faskes 1 sangat sederhana sekali
2025-08-31 15:40:03,Faizalfarizqi Harahap,4.13.1,5,sejauh ini okee
2025-08-31 15:29:14,Rifaldi Purnama,4.13.1,5,membantu sekali
2025-08-31 15:23:05,rahmat basuki,4.13.1,1,"aplikasi gak ada guna buruk sekali pelayanan mobile jknnya & bpjs itu hanya ambil pungut bayaran bulanan ke peserta tapi pas begitu dirujuk ke rumah sakit lain kalau pakai bpjs bayarnya tunggu antri berbulan bulan untuk periksa ke rumah sakit yang dirujuknya, jadi BPJS itu gak ada guna cuman memperkaya dirut dan karyawan bpjsnya saja."
