at,userName,appVersion,score,content,services,app_performance,registration_verification
2025-10-08 19:15:07,Heri Nugroho,4.14.0,1,tolong di benahi.. itu masa sering banget logout tiba2. login minta ganti pin..nyusahin bgt. screening juga harus di isi kalau mau dipake. apa masalalahnya.,,-1,
2025-10-08 19:12:25,Husni,4.14.0,1,"apakah kecelakaan runggal naik motor dalam hulan harus lapor polisi dan jasa Raharja dan peserta BPJS JKN tidak dilayani jika syarat itu tdk ada ,,mohon dipertimbangkan lagi syarat yg telah dibuat",-1,,
2025-10-08 19:07:15,abdul rohman,4.14.0,1,aplikasi yang gak jelas udah ngisi nomor nik buat login masih aja gak bisa masuk alasan salah masukan nomor nik padahal udah bener bintang 1 cocok buat aplikasi jkn mobile.,,-1,
2025-10-08 19:04:16,Ahmad Jais,4.14.0,5,sangat memberikan kemudahan dalam kesehatan dan memberikan kemudahan,,,
2025-10-08 19:04:00,Robby Azhari Harahap,4.12.0,1,aplikasi sering kali minta update,,,
2025-10-08 18:54:22,Heni Suhaeni,4.14.0,5,memudahkan untuk antrian berobat dan meLiha faskes nya,,,
2025-10-08 18:31:40,titin.yuliyanti yuliyanti,4.14.0,5,"Aplikasi yang bagus. mohon beri persyaratan yang tidak menyusahkan masyarakat, maaf saya sering terblokir karena salah memasukkan chapta trus menerus. banyak masyarakat mengeluh dengan adaya captha karena pada akhirya kebanyakan terblokir. dulu aplikasi tidak seperti ini, contohya saya sudah hampir 2 tahun terblokir terus menerus. memang benar dan bagus untuk lebih aman, tapi chapta menyusahkan masyarakat",,,
2025-10-08 18:25:46,Ari Ari,4.13.1,1,"cs tidak guna, bohong saja dikata sudah aktif BPJS nya ternyata belum, pas ke puskesmas disuruh lagi perbarui ke kelurahan, aneh kau suruh orangtua jalan2 waktu sakit",-1,,
2025-10-08 18:19:41,adelia sahla,,4,untuk verifikasi foto harus ulang ulang,,,-1
2025-10-08 18:09:09,Jmarhono,4.13.1,5,memudahkan masyarakat,,,
2025-10-08 18:01:51,Herman Permana,4.14.0,5,"Semoga, dengan peraturan gubernur yg memihak kpd rakyat apk ini bermanfaat untuk semua lapisan masyarakat apalagi yg tidak mampu.. Semoga allah memberkahi kita semua...",,,
2025-10-08 17:56:53,Jasmine Riezman,,5,lebih mudah dan tdk ribet dengan adanya aplikasi JKN,,1,
2025-10-08 17:46:08,Jonathan Bilal,4.14.0,1,"susah daftar . sulit, apalagi buat orang tua kan ya, kebanyakan orang tua gaptek, rabun, katarak dll. gak memudahkan.",,,-1
2025-10-08 17:35:49,Luthfi Sanada,,5,"Terima kasih saya ucapkan, layanan dan kenyamanan sudah saya dapatkan di sini",,,
2025-10-08 17:25:39,Zul Nasri,,1,kalau cuma untuk bikin susah tidak perlu aplikasi ini,,,
2025-10-08 17:18:06,Andie Dhanna Toffu,,5,solusi kesehatan,,,
2025-10-08 17:13:47,Retno Duwi,4.13.1,5,cara bagus untuk kesehatan,,,
2025-10-08 17:08:10,Luluk Tristiyani,4.13.1,1,"aplikasi kurang detail, kurang membantu untuk menyelesaikan pembayaran. kenapa susah banget buat pembayaran padhal udah di sinkronisasi mbanking",,-1,
2025-10-08 16:59:32,fauji ihsan,4.14.0,1,apalah ini aplikasi mau masuk aja nggak bisa dipencet,,-1,
2025-10-08 16:55:41,Aldiansyah,4.14.0,1,Ribet ya pake aplikasi pemerintah,,-1,
2025-10-08 16:53:03,Cananda Gs,4.14.0,1,KUALITAS APK 👎👎👎👎 AHLI IT APK SEKELAS NEGARA RUSAK KAYAK GINI????,,-1,
2025-10-08 16:52:46,Bambang Irawan,4.14.0,5,ok,,,
2025-10-08 16:46:38,Ar Fan,,4,ok sih apknya,,,
2025-10-08 16:46:37,Bari Nur789,4.14.0,5,ok,,,
2025-10-08 16:42:57,Tiyanawati14,4.14.0,2,"ini kenapa ya, jaringan saya bagus, kuota pun banyak scroll tiktok ig youtube lancar2 aja kenapa buka aplikasi ini mutet terus?",,,
2025-10-08 16:29:48,AL-FIFA SERVICE ELEKTRONIK,4.14.0,5,sangat membantu dan memudahkan saya,,,
2025-10-08 16:12:54,alpha sonic,4.14.0,5,"Upgrade yg sekarang ini bagus android versi 8 ku bisa main, terimakasih... please tolong dipertahankan untuk versi Android lama.. 👍👍👍🙏",,,
2025-10-08 16:12:06,FANDRA RICKY FERDIAWAN 13,4.14.0,1,"MAAF SEBELUMNYA KENAPA TIDAK BISA VERIFIKASI MAUPUN WAJAH, SMS DAN EMAIL, PADAHAL JARINGANNYA SUDAH BAGUS BANGETTTTT!!!!!!!",,,-1
2025-10-08 16:02:22,Isnaeni Muhsinah,4.14.0,5,cukup baik,,,
2025-10-08 16:01:03,Christ Natalia,4.14.0,1,tiap mau buka update terooossss...,,,
2025-10-08 15:51:35,Bandrul Kamal,4.14.0,5,aplikasi yg sangat membantu,,,
2025-10-08 15:30:35,MauP290 Maup,4.14.0,1,ubah pasword kaga bisa.. padahal email/nomer HP sudah benar!!! ...,,,
2025-10-08 15:30:05,Ahmad Gustian,4.14.0,5,good,,,
2025-10-08 15:22:56,Nino Bca,,5,makin bagus ya jangan kalah dengan swasta,,,
2025-10-08 15:18:45,Mario,4.14.0,1,APK PALING GAJELAS. DI UPDATE MALAH KE LOGOUT. MANA HARUS ADA PULSA ANEH,,,
2025-10-08 15:13:51,Naila Cahaya Fitri,,1,"selalu ter logout, ribet",,,
2025-10-08 15:01:20,rinto soeharmono,4.14.0,3,aplikasi paling ruwet,,-1,
2025-10-08 14:49:25,senoyy gaming,4.14.0,5,lebih praktis,,,
2025-10-08 14:24:58,Raihan Adi,4.14.0,1,gaje verivikasi wajah kgk bisa apus aja,,,
2025-10-08 14:22:36,Ari Lazuardi,4.14.0,1,"sekarang malah ga bisa screenshot kadang ada pasien tua yang enggak begitu paham teknologi namun pelayanan disamakan dengan pasien muda. jadi kadang pasien tua dibantu yang muda, kalau tidak bisa screenshot gimana membantunya? kenapa enggak minta bantuan petugas, karena enggak semua petugas rumah sakit ramah buat kami pengguna bpjs",,,
2025-10-08 14:06:35,Nur Efendi,4.13.1,5,bagus pandawara juga sangat membantu,,,
2025-10-08 14:06:35,Wisnu Wijaya,4.14.0,5,baik,,,
2025-10-08 14:02:52,Yuyun Yuslina,4.14.0,5,jadi mudah tapi harus da pulsa hahah yang wifi apalah daya,,,
2025-10-08 13:56:58,Yolanda Alvian,,5,"Terima kasih saya ucapkan ,Perihal soal ulasan saya sebelumnya merasa kecewa dengan layanan jkn mobile dan cs Chika Pandawa setelah saya membuat ulasan dan di tangani langsung oleh pihak cs yg menghubungi Permasalahan saya sudah di selesaikan dan di bantu untuk menyelesaikan ,saya harap kedepan nya tidak ada kendala apapun dan tingkat kan lagi kinerja aplikasi yg mudah di akses di situasi yg genting terima kasih jkn mobile yg sudah merespon dengan cepat 🙏🏻",,,
2025-10-08 13:50:54,Desy Fransyna,,1,kurang pro apk nya sering logout terus tiap pembaruan gimana sih pemerintah udh bayar nya tiap bulan,,-1,
2025-10-08 13:50:11,Mustofa Raditya,,5,mantap sangat membantu,,,
2025-10-08 13:49:33,Izzatur Royyan Aslam,4.14.0,1,"bacot minta screenshot doang evaluasi aplikasi ga ada, perbaiki saja kendala yang disampaikan pengguna, bpjs terlalu bertele-tele",,,
2025-10-08 13:45:52,Raffi Muhammad,,1,aplikasi asu ngga bisa kirim kode otp,,-1,-1
2025-10-08 13:33:00,achmad jauzi,4.13.1,5,untuk tht in syaa Alloh baik tapi untuk poli mata perawat kurang,,,
2025-10-08 13:31:52,Siti Robiah,,1,aplikasi banyak bermasalah,,-1,
2025-10-08 13:23:53,Teguh Hp,,5,"Mantap, cepat respon",1,,
2025-10-08 13:18:43,angga rahabistara,4.14.0,5,terimakasih,,,
2025-10-08 13:02:50,Kang Jangkung,4.14.0,5,"pelayanannya sudah sangat baik,,berharap kedepan semakin baik",1,,
2025-10-08 12:54:27,Mifta Chulmakhfiroh,4.14.0,1,"ga bisa login , krena lupa sandi , eeh setelah verifikasi gagal terus , niat ga sih bantu , knpa jd susah gini",,,-1
2025-10-08 12:43:13,S S,4.14.0,1,"klo gk di buka aplikasi nge logout sendiri,jd pusing harus masuk caphta"" segala bikin mata sakit,aplikasi terparah ini sih",,-1,
2025-10-08 12:28:46,Mohamad Subekqi,,5,sangat membantu,,,
2025-10-08 12:27:42,Elona Jaskinta colektion,4.14.0,5,lebih mudah cm sygny cpt terkunci,,,
2025-10-08 12:27:27,Amud 2700,4.14.0,1,"setelah di update tidak bisa login,",,,
2025-10-08 12:17:29,satria al-fatiha,4.14.0,1,"masa mau buka aja langsung di paksa buat aktivin outo buy pake bank, masalahnya kami gak pake bank yg di sarankan, jadi bingung sekarang mau buka aplikasinya gimana",,,
2025-10-08 12:16:15,Yefta Nelwan,4.14.0,5,sangat. membantu,,,
2025-10-08 12:15:39,Dewi Sary,4.14.0,5,kenapa sering keluar sendiri. jadi kalau buka musti masukin data lagi,,,
2025-10-08 12:13:22,Adi Swijaya,4.14.0,1,"verifikasi wajah sangat susah, mentang mentang saya hitam katanya saya pakai penutup wajah",,,-1
2025-10-08 12:10:06,djanu sulistyono,4.14.0,5,pelayanan cepat tanpa ribet,,,
2025-10-08 12:10:04,yaarip,4.14.0,1,"kebanyakan fitur gak guna yang ditambah, dan sekarang malah tambah ribet mengisi form antrean",,,
2025-10-08 12:08:47,Portina Nadeak,4.14.0,1,verif nomor tidak masuk,,,-1
2025-10-08 11:54:29,Nurul Jannah,4.14.0,1,tidak bisa verifikasi wajah. kalau gak bisa jgn sok2an mau verifikasi wajah,,,-1
2025-10-08 11:45:20,didin syaepuddin,4.14.0,1,"logut sendri mana lagi mau d pake verifikasi sms g datang"" emain salah jlas"" tiap pemberitahuan potongan email slalu ada giliran verifikasi email salah",,-1,-1
2025-10-08 11:44:35,Latif “JokeR” Marzouchi,4.14.0,5,mudah dan cepat edit data,,,
2025-10-08 11:44:34,Salim S,4.14.0,5,sangat membantu,,,
2025-10-08 11:41:50,Ice B,4.14.0,1,susah buat verivikasi no telpon sama email-nya,,,-1
2025-10-08 11:35:31,SEBASTIANUS SUMARDIN,4.13.1,5,"sangat memuaskan, pelayanan sangat baik",,,
2025-10-08 11:25:14,Fikri Muzadi,4.14.0,1,"sistem masih kurang terintregasi sehingga ada 2 gerbang tagihan pembayaran, mandiri & dari perusahaan",,,
2025-10-08 11:25:01,Alwi Tanoto,4.14.0,3,"saya lupa password, saya kirim melalui sms tapi selalu error, saya lihat ulasan harus ada pulsa, pulsa saya ada 5 ribu, tapi masih error?",,,
2025-10-08 11:18:00,BATIK AKMAL JAYA,,5,program pemerintah p3jabatnya calon penghuni neraka jahanam! riba aja ada batasan waktunya ! g makai kaya utang seumur hidup! setan,,,
2025-10-08 11:08:43,Dyah kusuma,,3,"tiba2 ke logout sndiri ga bisa sidik jari ga bisa verivikasi lewat email dan no hp kata nya salah2 terus pdhl ga pernah ganti2 email no hp,,sandi juga semua aplikasi sama,,,bisa2 nya salah katanya. anehh",,-1,-1
2025-10-08 11:06:43,Ririe Dian riani,,2,parah bngt GK bis log in lodiang trus bagian capscha,,,
2025-10-08 11:06:00,Rudie Wija,4.14.0,5,aman lancar sehat,,,
2025-10-08 10:59:18,Doni Kusuma,4.14.0,1,aplikasi sampah banyak bug,,,
2025-10-08 10:40:36,Sumik,,1,"persingkat proses pendaftaran hanya pakai NIK aja.. ndak usah verifikasi wajah, gmail, nomer HP... ruwet banget..memakan waktu lama... ya kalau lama tapi pasti berhasil.. ini ndak. e kalau verifikasi wajah tidak berhasil saat pendaftaran akun... daftar untuk antrean ke rumah sakit harus verifikasi lagi dan gak bisa verifikasi nya pakai nomer hp maupun gmail, wajah jg,, jadi harus ke kantor bpjs .. dan kalau bisa aplikasinya sizenya ringan...",,,-1
2025-10-08 10:40:20,Dezra Dwi,,1,aplikasi ga guna sumpah,,-1,
2025-10-08 10:32:50,rosha lina,,5,mudah di akses dimana saja. hemat waktu tenaga dan biaya. terima kasih,,,
2025-10-08 10:25:14,Ayep Kusmawan,4.14.0,1,"Hadoooohhh ini aplikasi bikin darah tinggi aja, Mau masuk aja susah bgt, udah masukin NIK, password yg bener malah di bilang nya NIK anda salah, kalian yg bikin aplikasi tapi pelayanan nya BURUK,,, Sekarang mau buat rujukan aja harus daftar lewat aplikasi, tpi mau masuk aja bikin emosi.... 😡😡😡",,-1,
2025-10-08 10:22:44,Tiara Pelealu,4.13.1,5,sangat membantu,,,
2025-10-08 10:21:45,Arsylahhumairah Mairah,4.14.0,1,kenapa keluar sendiri giliran masuk login malah captta nya gak muncul,,,
2025-10-08 10:17:26,Sutomail,4.14.0,4,"sudah bagus,semoga lebih ditingkatkan lagi,dipermudah penggunaannya",,,
2025-10-08 10:14:41,Ramadhansyah Putra,4.14.0,5,mantap lah pokok nya,,,
2025-10-08 10:03:05,PANGESTU RADEN,4.14.0,5,saat ini aplikasi berjalan Normal,,1,
2025-10-08 9:50:59,Juleha Juleha,4.14.0,3,"suka kali sih keluar sendiri,bolak balek login terusss",,,
2025-10-08 9:48:56,Agus Budianto,4.13.1,5,bagus aplikasi fast respon juga mantap,1,1,
2025-10-08 9:44:44,Dawn Skyy,4.14.0,5,lumayan,,,
2025-10-08 9:34:22,Muhammad Ichsan,4.13.1,5,mantap bang!!,,,
2025-10-08 9:28:58,Sanusi,4.14.0,1,"aplikasi buatan koruptor ,buat layanan kesesatan masyarakat aja sampe di dbuat susah gimana yg LG urgent UGD ,IGD",,-1,
2025-10-08 9:28:56,Gisel Mobile,4.14.0,5,pelayanan nya ramah aplikasi nya membantu bangett terimakasih BPJS kesehatan,,1,
2025-10-08 9:28:30,LISWIDYAWATI,4.14.0,5,dulu pernah akses apa masih bisa,,,
2025-10-08 9:26:18,IBU DORKAS,4.7.0,4,Bagus,,,
2025-10-08 9:23:54,Akhir Udin,4.14.0,5,bpjs kesehatan lubuk pakam👍,,,
2025-10-08 9:22:10,Arlan Dule,4.14.0,4,scan wajah agak susah,,,-1
2025-10-08 9:19:02,April Lia wati,4.14.0,5,aplikasi yg sangat membatu dan amanah terimakasih,,1,
2025-10-08 9:15:54,Feri Bakuh Prasetyo,4.14.0,4,sangat membantu,,,
2025-10-08 9:10:39,rizki twd,,1,Ini kenapa tiba-tiba logout dan ga bisa login,,-1,
2025-10-08 9:08:17,Aa Dhany,4.14.0,5,sangat membantu,,,
2025-10-08 8:43:24,Muhammad Khalfin,4.14.0,5,Bagus Sekali,,,
2025-10-08 8:35:50,Asep saputra0202,4.14.0,5,good jood,,,
2025-10-08 8:30:54,riesta_ dewi22,4.14.0,2,"saya mau daftar antrian tidak bisa karena harus isi nomer HP dulu, tapi sudah saya isi minta verifikasi sedangkan verifikasi nya sangat sulit tidak ada pilihan mau verifikasi lewat SMS atau telfon. bagaimana solusinya ini BPJS. semakin hari semakin rumit aplikasi nya sedangkan di rumah sakit mewajibkan daftar lewat mobil jkn.",,,-1
2025-10-08 8:28:33,Ibnu Aminudin SHI (NU),4.14.0,5,sangat membantu dan mempercepat,,,
2025-10-08 8:20:44,Syamsul Arifin,4.14.0,1,harus login ulang setiap ada pembaharuan,,,
2025-10-08 8:20:35,RegiFauzi juliansyah,4.14.0,2,"mau log in,malah susah duhh,udah berapa kali kode OTP nya gak nerima²,,,padahal lagi urgen mau rujukan ke RS,,,gimana sihh ini sistem OTP nya???...muak jadinya",,,-1
2025-10-08 8:15:58,Uum Sumaiyah,,2,"Logout sendiri, masa nomor NIK salah terus emang nomor NIK bakal berubah apa. Tolong benerin noh aplikasi masa baru kemarin log in, besoknya udah ke logout. udah pakai verifikasi sidik jari tp masih ga bisa kalau mau log in. Disuruh pakai Aps JKN tp menyulitkan masyarakat.",,-1,
2025-10-08 8:15:25,Yanto Azzahra,4.14.0,1,"meman sengaja di persulit sepertinya oleh BPJS,sbb setiap bln hrs login ulang, kebanyakan pemakaian nya lansia yg gk ngerti aplikasi.. JKN mohon lh jngn di persulit lgi para lansia ini..masa log-in ulang trs setiap daftar antrian,mna semuanya sdh bnar tpi selalu dan selalu ggl.. masarakat sdh susah jgn lgi di tambah aplikasi JKN yg tdk berpihak kepada para orang sakit..masa sekelas aplikasi pemerintah gk bisa bkin yg mudah jg proper.. jika sdh login sekali ya jngn di buat log out atomatis",,,
2025-10-08 8:08:28,Esty Nur,4.14.0,1,"tiba tiba logout, niat bikin aplikasi apa gak se jkn..orang sakit bukannya malah mudah malah dipersulit, kebiasaan bikin aplikasi tapi gak relevan.Sekalian hapus aja aplikasinya..gak guna",,-1,
2025-10-08 8:08:21,Salma123 Mau,4.14.0,5,tdk mudah menggunakan aplikasinya,,,
2025-10-08 8:03:01,April Be Better,4.14.0,3,kenapa fitur login biometrik selalu hilang dalam beberapa minggu. padahal udah diaktifkan. tiap mau masuk muncul keterangan fitur blm anda aktifkan. mending dihapus aja min kalau g bisa suport,,,-1
2025-10-08 7:50:43,Adzikra,4.13.1,1,"Bisa daftar ga bisa keluar hadeuh, kalau masyarakat udah ga bisa bayar karena finansial sebaiknya otomatis dinonaktifkan saja",,,
2025-10-08 7:50:04,Abay Masna,4.14.0,5,sangat membantu,,,
2025-10-08 7:49:08,peter damsyk,4.13.1,1,"aplikasi nya bukan mempermudah malah buat tambah susah aja, masa minta kode otp aja hari ini besok nya baru masuk ya sempat koid org yg sakit!!!!",,-1,
2025-10-08 7:43:06,Fatur Firdaus09,4.14.0,2,pas digunakan gangguan padahal LG urgent taii,,,
2025-10-08 7:39:56,Sri Wkwk,,4,"pendaftaran yang sedikit susah, harus berulangkali, harus ada pulsanya juga. jika dapat rujukan dari poli ke poli lain nggak bisa buat ambil antrian ke poli yang ke 2, bisanya untuk poli yang dirujuk dari faskes pertama aja 😌",,,
2025-10-08 7:38:25,Rizki Novrizal,4.14.0,1,Makin kesini makin kaga jelas! tadinya bisa di screanshot di gunakan buat nunjukin bukti pendaftaran dll.. sekarang gak bisa kocak!!,,,
2025-10-08 7:34:50,Yanti Capri,4.14.0,1,aplikasi sering tidak bisa digunakan hrs login lagi. setelah login lagi ttp tidak bisa. bikin repot kalau mau berobat. daftar loginny susah...,,-1,
2025-10-08 7:22:42,Northman Adventure shop,4.14.0,5,"sekarang g jauh lebih empat, tepat dan akurat aplikasinya ..",,,
2025-10-08 7:18:45,Siti Sarah,4.13.1,5,Alhamdulillah keluarga saya sangat terbantu .. terimakasih banyak 🙏,,,
2025-10-08 7:15:14,Layyina Official,4.14.0,5,pelayanan mudah dan cepat,1,,
2025-10-08 7:04:03,M. FENDY RAHMADANI (M. FENDY RAHMADANI),4.14.0,3,"lumayan bagus ,,, tapi yang ribetnya itu tiap bulan harus masuk verifikasi data ulang",,,-1
2025-10-08 6:49:30,Muhammad Rizki,4.14.0,5,"TOLONG KASIH TULISAN YANG BESAR BUAT OTP *OTP NYEDOT PULSA BIASA, PASTIKAN ADA PULSA* biar orang baca kalo mau OTP harus ada pulsa. saya apresiasi kalian yang sudah membuat opsi NO KK di kepesertaan, jadi ga ribet 1 orang 1 akun. apalagi yang kepesertaan nya Jaminan Kesehatan sama PBPU dan BP Pemda,pusing ga bisa disatuin.",,,
2025-10-08 6:43:36,Mamy Izam,4.14.0,5,bagus,,,
2025-10-08 6:20:02,Oki Mohamad syakur,4.14.0,5,mantap,,,
2025-10-08 6:14:03,Щìڸĩ Šęڷάţí,4.14.0,1,"gak bisa login susah masuknya gara,² capcha, tolong hilangkan capcha yang merepotkan.",,,
2025-10-08 6:08:16,Safari (SkyWave),4.14.0,5,mantap,,,
2025-10-08 5:58:14,Sohra Sangkhala,,5,smoga bisa membantu saya,,,
2025-10-08 5:57:57,Hari Ono,4.14.0,5,lebih mudah,,,
2025-10-08 5:55:13,Agung Sudirga,,1,leletnya sama seperti sistem offline.,,,
2025-10-08 5:54:50,Rudy Suryanegara,4.13.1,5,ok,,,
2025-10-08 5:51:16,Budi Hartono,4.14.0,1,cacat nih aplikasi...masa buat cek kontrol rujukan gak bisa...giliran tagihan gak ada lupanya..,,-1,
2025-10-08 5:50:47,Dachlan Bule,4.14.0,1,"mau ambil antrian aja susah bgt, ga bisa2.",,,
2025-10-08 5:46:09,Es Meralda,,1,"aplikasi ter ampass yg pernah saya gunakan..gak heran sih rata"" aplikasi buatan Lokal emang gak pernah benerrr apalagi aplikasi pelayanan masyarakat modelan gini...Mending Apus aja kalo gak niat untuk dipakai masyarakat sekalian BPJS nya aja di hapus sekalian daripada nyusahin kayak ginj",,-1,
2025-10-08 5:45:03,Neng titin Sukmawati,,5,bagus,,,
2025-10-08 5:35:24,Agung Dimas setiawan,4.14.0,5,dengan adanya vitur jkn saya sangat terbantu,,,
2025-10-08 5:31:07,Saadah AnnisaNailus,4.14.0,4,sulit sekali saat melakukan verifikaai identitas pada saat perubahan data peserta.,,,
2025-10-08 5:27:23,ABDULLAH BADARUDIN,,1,"setelah upgrade makin buruk, seperti sengaja mempersulit pengguna,mau daftar antrian harus masukkan NIK dulu, masalahnya NIK yg dimasukkan di notip salah terus,padahal Uda benar dan Uda dicoba beberapa kali",,,
2025-10-08 5:26:05,Novita Sari986,4.14.0,1,tiap ada pembaruan pasti kalo mau buka aplikasinya lagi harus login lagi dan lagi,,,
2025-10-08 5:21:26,Asmaus Syarifah,4.13.1,4,bagus terimakasih,,,
2025-10-08 5:19:43,Nurlela Marpaung,4.14.0,5,sangat bermamfaat. trimakasih,,,
2025-10-08 5:17:07,Endiwithraka Hafiz,4.14.0,5,praktis sekali,,,
2025-10-08 4:50:17,Febby Fallen Alvaro,4.14.0,5,"Bukan mempermudah malah mempersulit, jadi card fisik apa guna nya gmana kalau diluar sana banyak yg gak punya hp daftar antrian harus lewat hp, riweh amat anj",,,
2025-10-08 4:06:21,Zakaria al Ansori,4.14.0,5,kenapa mau verifikasi nomer tidak bisa..,,,-1
2025-10-08 2:46:30,Mustachul Kasanah,,5,bagus,,,
2025-10-08 2:22:53,FitriYani,4.3.0,2,susah buat verifikasi nya gagal terus mau SMS atau email,,,-1
2025-10-08 1:56:06,Agan Rz,4.14.0,1,"Aplikasi Busuk, 0 Besar, Di Update Berkali Kali Tapi Tidak Ada Kemajuan, Setiap Update Harus Login Ulang",,-1,
2025-10-08 0:12:07,Mistar Ari,,5,ok,,,
2025-10-08 0:07:45,Zefanya Nandita,,5,"ythJkn,saya konfirmasi, kenapa semaa0a kagikin kedepan,makin ribet,apaaya 3th.ke mitra ,padahalsebelum nya muda tamba h.susah apa lg ada cpsen",,,
2025-10-07 23:57:02,Eko Pratekno,4.14.0,5,bagus,,,
2025-10-07 23:39:47,IM macrame,,3,"makin kesini makin susah diakses akunnya sering keluar sendiri dan klau loging pake nik sll gagal padahal demi mempermudah sdh saya aktifkan biometrik tp tetap sll logout sendiri , mhn diperbaiki lg jgn smakin dibuat ribet klu pake sms hars ada pulsa",,,
2025-10-07 23:28:10,Fahi Fay,4.14.0,5,good...,,,
2025-10-07 22:38:25,Hamdani,4.14.0,5,mantap dan mudah di akses,,,
2025-10-07 22:28:58,Ona Ost,,5,buat berobat lebih mudah,,,
2025-10-07 22:19:21,hibdisansa hibdisansa,,2,"mengapa sekarang akses screenshot nya dinonaktifkan? Padahal sgt membantu saya ketika harus ijin dari kantor untuk kontrol rutin setiap minggu. Kebetulan di kantorku ketika ingin pengajuan cuti sakit krn keperluan berobat, hasil screenshot riwayat pelayanan di JKN bisa menjadi evidence pendukung agar dapat diberikan ijin untuk berobat. Sayangnya sekarang kita tdk bisa lagi melakukan screenshot di aplikasi JKN, minggu lalu padahal masih bisa. Sgt berharap akses untuk screenshot jgn ditutup tolong",,,
2025-10-07 22:18:50,Dani Ripai,,5,bagus lancar,,,
2025-10-07 22:03:36,Ardi Santoso,4.14.0,3,"sudah saatnya apk ini terintegrasi dg apk jmo, Satusehat, IKD.",,,
2025-10-07 21:55:12,Nur Daming,4.14.0,5,mantap,,,
2025-10-07 21:54:38,Hamzah Ali Usman,4.13.1,5,bagus,,,
2025-10-07 21:53:23,harjianto anto,4.14.0,4,"apk sdh diperbarui kenapa jadi susah log in,padahal no hp dan email juga sudah terdaftar,jawabannya selalu no hp dan email anda belum terdaftar hubungi call center atau wa pandawa",,-1,
2025-10-07 21:51:43,Adeng Rahman,4.14.0,5,bagus,,,
2025-10-07 21:48:54,Kriswanto Ad,4.14.0,1,knp apk pemerintah selalu busuk. logout sendiri masuk lagi ribet minta ampun. daftarkan keluarga gak bisa screenshot no antrian. gak praktis dan bikin emosi,,-1,
2025-10-07 21:48:52,Liaa Aliah,4.14.0,2,"halo saya ingin menyampaikan masalah password yg di masukkan selalu tidak benar padahal saya memasukkan pw yang sama,, setelah lupa kata sandi kode Verifikasi pun tidak kunjung di kirim,, ada hal sudah berkali kali.. susah bngt pdahal mau pindah faskes",,,-1
2025-10-07 21:42:33,Rina Anggraini,4.14.0,5,mengubah faskes dgn cepat,,,
2025-10-07 21:38:07,Devan Pratama,4.14.0,3,"data di jkn masih data yg lama, padahal sudah pisah KK tapi di aplikasi belum di perbarui",,,
2025-10-07 21:27:51,Alfian Syaiful Arifin,4.14.0,4,"Ada bug di file PDF yg dikirim ke email, bagian alamat tempat tinggal,barisnya lebih kebawah kalau alamat lengkapnya sedikit/ tidak panjang",,,
2025-10-07 21:18:06,Nino Aprilianos,,1,pemerintah bikin apa apa gapernah becus,,,
2025-10-07 21:17:55,M. Rofik,4.14.0,5,sangat membantu,,,
2025-10-07 21:16:37,Adriyan Jlk Ardian,4.14.0,3,"sudah buat 3 akun tapi selalu salah nik, tolong lah, saya mau daftar berobat via online pun jadi sulit, halah",,,
2025-10-07 21:14:34,Nasywasiti Marita,4.14.0,1,"ini ko susah banget ya? udah daftar segala macem pas mau tambah antrian di suruhh benerin no hp pas udah di benerin ganti ke yang lain suruh pilih metode, tapi metode nya ga muncul muncul terus gimana ini mau daftar buat kontrol? tolong bantu",,,
2025-10-07 21:09:25,ALLOR. BoY,4.13.1,5,bagus,,,
2025-10-07 21:08:43,warsito soldier,4.14.0,2,masa setiap bulan logout sendiri.. giliran mau masuk gak bisa... harus update.. giliran sdh d update ttp gk bisa. pdhal nik dan pasword sudah benar... captcha jg bner.... ini gmn solusinya.... masa gini aja d persulit. ya allah... astaghfirullahalazim,,-1,-1
2025-10-07 20:58:44,HM Channel,4.14.0,5,keren,,,
2025-10-07 20:35:19,Aspriatna Asep,4.13.1,5,bagis,,,
2025-10-07 20:27:53,Andyez Saputra,4.14.0,5,bagus dan luar biasa👍👍,,,
2025-10-07 20:16:33,Mige Susanto,4.14.0,1,"aplikasi tidak berguna, hampir tiap hari minta update hampir tiap hari pula logout, tiap buka apk harus masuk/daftar lagi, apk kok ribet amat, stiap mau buka hrus masukan NIK lagi",,-1,
2025-10-07 20:07:00,dhany Art,,5,bagus sangat membantu,,,
2025-10-07 20:00:43,Andrew Putra,4.14.0,1,"sampah banget ampas scan muka sejam kagak bisa"" Mana lensa mirror bikin linglung heran yang bintang lima bnr orang apa bot",,,-1
2025-10-07 19:53:24,Agus Harumansyah,4.14.0,1,kirim kode otp melalui email selalu salah padahal di keterangan email yang ada gunakan di bpjs sama dengan yang di ketik paraah buruk banget ni apk,,,-1
2025-10-07 19:50:58,Ayah Samudra,4.13.1,5,mantap,,,
2025-10-07 19:47:06,fery puji nova kurniawan,4.14.0,5,bagus,,,
2025-10-07 19:34:24,Endang Suharyati,,3,"ibu saya sudah tua, gaptek, mau kontrol masih ribet, sudah login, logout otomatis, disuruh login lagi, lupa password masih beli pulsa, sampe orangnya mau pake umum saja. untung anak2nya bisa bantu, dan duit ada. kalau orang lain yg gaptek, tdk punya anak dan orang tdk mampu gimana? tolong perbaiki",,,
2025-10-07 19:19:48,Nia Ahmad,,1,banyak org ga mampu beli hp yg canggih kenapa tidak bisa di akses oleh hp yg minim kecanggihan,,,
